Identifier,Temperature,Generated Caption,Term Value,Uncertainty Value,Response
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.959307074546814,0.9186141490936279,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade B-cell lymphoma with CD20 +, CD10 +, BCL2 +, BCL6 +, MUM1 +.",0.9571177959442139,0.914235532283783,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9597620368003845,0.919524073600769,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.956308901309967,0.9126178622245789,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.06137931034482759,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade B-cell lymphoma, likely follicular lymphoma.",0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.11275862068965517,Diagnosis: Benign prostatic tissue with atypical proliferation.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.11275862068965517,Diagnosis: High-grade B-cell lymphoma with CD20 and BCL2 expression.,0.9571177959442139,0.914235532283783,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9597620368003845,0.919524073600769,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.956308901309967,0.9126178622245789,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.11275862068965517,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade B-cell lymphoma, likely follicular lymphoma.",0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.16413793103448276,Diagnosis: Benign prostatic tissue with atypical proliferation.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and omentum.",0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade B-cell lymphoma with extensive necrosis, likely from treatment effect.",0.9571177959442139,0.914235532283783,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.16413793103448276,"Examined tissue: Right breast tissue showing atypical proliferation, carcinoma in situ, and invasive carcinoma.",0.9597620368003845,0.919524073600769,Ductal
patient_image,0.16413793103448276,Examined tissue: Right breast tissue showing atypical proliferation and carcinoma.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.16413793103448276,Examined tissue: Right breast core biopsy shows atypical lobular hyperplasia.,0.956308901309967,0.9126178622245789,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade B-cell lymphoma, likely follicular lymphoma.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.16413793103448276,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade B-cell lymphoma, likely follicular lymphoma.",0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.21551724137931036,Diagnosis: High-grade serous carcinoma of the ovary.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.21551724137931036,Diagnosis: Benign prostatic tissue with atypical proliferation.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma with positive PAX8, WT1, ER, PR, CK7, CK20, CK7, CK7, CK5 / 6, CK7, CK20.",0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and omentum.",0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade B-cell lymphoma with extensive necrosis, likely from treatment effect.",0.9571177959442139,0.914235532283783,Ductal
patient_image,0.21551724137931036,Examined tissue: Breast parenchyma with atypical proliferation.,0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.21551724137931036,"Examined tissue: Right breast with atypical lobular hyperplasia, atypical ductal hyperplasia, and DCIS.",0.9597620368003845,0.919524073600769,Ductal
patient_image,0.21551724137931036,Examined tissue: Right breast tissue showing atypical proliferation and carcinoma.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.21551724137931036,"Examined tissue: Right breast mass, left breast mass, left axillary lymph node.",0.956308901309967,0.9126178622245789,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.21551724137931036,"Examined tissue: Right breast tissue showing atypical proliferation, carcinoma in situ, and invasive carcinoma.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.21551724137931036,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.26689655172413795,Examined tissue: Right breast core biopsy shows atypical lobular hyperplasia.,0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade B-cell lymphoma, likely follicular lymphoma.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.26689655172413795,"Examined tissue: Right breast tissue showing atypical ductal hyperplasia, carcinoma in situ, and invasive carcinoma.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.26689655172413795,Diagnosis: High-grade serous carcinoma of the ovary.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.26689655172413795,Examined tissue: Right breast core biopsy shows atypical lobular hyperplasia.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.26689655172413795,Diagnosis: Benign prostatic tissue with atypical proliferation.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade serous carcinoma with positive PAX8, WT1, ER, PR, CK7, CK20, CK7, CK7, CK5 / 6, CK7, CK20.",0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and omentum.",0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade B-cell lymphoma with extensive necrosis, likely from treatment effect.",0.9571177959442139,0.914235532283783,Ductal
patient_image,0.26689655172413795,Examined tissue: Breast parenchyma with atypical proliferation.,0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.26689655172413795,"Examined tissue: Right breast with atypical lobular hyperplasia, atypical ductal hyperplasia, and DCIS.",0.9597620368003845,0.919524073600769,Ductal
patient_image,0.26689655172413795,Examined tissue: Right breast tissue showing atypical proliferation and carcinoma.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.26689655172413795,Diagnosis: Benign breast parenchyma with atypical epithelium.,0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.26689655172413795,"Examined tissue: Right breast mass, left axillary lymph node, left supraclavicular lymph node.",0.956308901309967,0.9126178622245789,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.26689655172413795,"Examined tissue: Right breast tissue showing atypical proliferation, carcinoma in situ, and invasive carcinoma.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.26689655172413795,"Diagnosis: High-grade serous carcinoma, likely metastatic.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.3182758620689655,Examined tissue: Right breast core biopsy shows atypical lobular hyperplasia.,0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.3182758620689655,"Diagnosis: Right breast mass, with atypical proliferation, high-grade DCIS, and invasive carcinoma.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.3182758620689655,"Diagnosis: High-grade B-cell lymphoma, likely diffuse large B-cell lymphoma.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.3182758620689655,"Examined tissue: Right breast tissue showing atypical lobular hyperplasia, carcinoma in situ, and invasive carcinoma.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.3182758620689655,Diagnosis: High-grade serous carcinoma of the ovary.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.3182758620689655,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.3182758620689655,Examined tissue: Right breast core biopsy revealed atypical lobular hyperplasia.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.3182758620689655,Diagnosis: Benign prostatic tissue with atypical proliferation.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.3182758620689655,Diagnosis: High-grade sarcomatoid carcinoma in breast tissue.,0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.3182758620689655,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and omentum.",0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.3182758620689655,"Diagnosis: High-grade B-cell lymphoma with extensive necrosis, likely from treatment effect.",0.9571177959442139,0.914235532283783,Ductal
patient_image,0.3182758620689655,Examined tissue: Breast parenchyma with atypical proliferation.,0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.3182758620689655,"Examined tissue: Right breast with atypical lobular hyperplasia, atypical ductal hyperplasia, and DCIS.",0.9597620368003845,0.919524073600769,Ductal
patient_image,0.3182758620689655,"Examined tissue: Right breast lumpectomy showing atypical ductal hyperplasia, ADH, and DCIS.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.3182758620689655,Diagnosis: Benign breast parenchyma with atypical epithelium.,0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.3182758620689655,Examined tissue: Benign tissue with no evidence of carcinoma.,0.956308901309967,0.9126178622245789,Ductal
patient_image,0.3182758620689655,"Diagnosis: High-grade pleomorphic sarcoma, likely malignant fibrous histiocytoma.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.3182758620689655,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.3182758620689655,"Examined tissue: Right breast tissue showing atypical proliferation, carcinoma.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.3182758620689655,"Diagnosis: High-grade serous carcinoma, psammoma body-positive.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.36965517241379314,Examined tissue: Right breast core biopsy shows atypical lobular hyperplasia.,0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.36965517241379314,"Diagnosis: Right breast mass, ER / PR positive, HER2 equivocal.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.36965517241379314,"Diagnosis: High-grade B-cell lymphoma, likely diffuse large B-cell lymphoma.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.36965517241379314,"Examined tissue: Right breast tissue showing atypical lobular hyperplasia, carcinoma in situ, and invasive carcinoma.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.36965517241379314,Diagnosis: High-grade serous carcinoma of the ovary.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.36965517241379314,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and pelvic sidewall.",0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.36965517241379314,"Examined tissue: Right breast with atypical lobular hyperplasia, atypical ductal hyperplasia, and DCIS.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.36965517241379314,Diagnosis: Benign prostatic tissue with atypical proliferation.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.36965517241379314,Diagnosis: High-grade sarcomatoid carcinoma in breast tissue.,0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.36965517241379314,Diagnosed with chronic inflammation and fibrosis in the right breast.,0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.36965517241379314,"Diagnosis: High-grade B-cell lymphoma with extensive necrosis, likely from treatment effect.",0.9571177959442139,0.914235532283783,Ductal
patient_image,0.36965517241379314,Examined tissue: Breast parenchyma with atypical proliferation.,0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.36965517241379314,"Examined tissue: Right breast with atypical lobular hyperplasia, and left breast with atypical ductal hyperplasia.",0.9597620368003845,0.919524073600769,Ductal
patient_image,0.36965517241379314,"Examined tissue: Right breast lumpectomy showing atypical ductal hyperplasia, ADH, and DCIS.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.36965517241379314,Diagnosis: Benign breast parenchyma with atypical epithelium.,0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.36965517241379314,Examined tissue: Benign tissue with no evidence of carcinoma.,0.956308901309967,0.9126178622245789,Ductal
patient_image,0.36965517241379314,"Diagnosis: High-grade pleomorphic sarcoma, likely malignant fibrous histiocytoma.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.36965517241379314,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.36965517241379314,"Examined tissue: Right breast tissue showing atypical proliferation, carcinoma.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.36965517241379314,"Diagnosis: High-grade serous carcinoma, psammoma body-positive.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.4210344827586207,Examined tissue: Bone fragment with benign lesion.,0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.4210344827586207,"Diagnosis: Right breast mass, ER / PR positive, HER2 equivocal.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.4210344827586207,"Diagnosis: High-grade B-cell lymphoma, likely diffuse large B-cell lymphoma.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.4210344827586207,"Examined tissue: Right breast tissue showing atypical lobular hyperplasia, carcinoma in situ, and invasive carcinoma.",0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.4210344827586207,Diagnosis: High-grade serous carcinoma of the ovary.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.4210344827586207,Diagnosis: High-grade DCIS and atypical ductal hyperplasia in breast tissue.,0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.4210344827586207,"Examined tissue: Right supraclavicular lymph node, left axillary lymph node, and right breast.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.4210344827586207,Diagnosis: Benign prostatic tissue with atypical glands.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.4210344827586207,"Diagnosis: High-grade sarcomatoid carcinoma with positive CK7, CK20, CK7 / CK20, CK7 / CK20, CK7 / CK20.",0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.4210344827586207,Diagnosed with chronic inflammation and fibrosis in left breast tissue.,0.9583821892738342,0.9167643785476685,Ductal
patient_image,0.4210344827586207,"Diagnosis: High-grade B-cell lymphoma with extensive necrosis, likely from treatment effect.",0.9571177959442139,0.914235532283783,Ductal
patient_image,0.4210344827586207,Examined tissue: Breast parenchyma with fibroadenoma.,0.9566342234611511,0.9132684469223022,Ductal
patient_image,0.4210344827586207,Examined tissue: Right breast with high-grade DCIS and invasive carcinoma.,0.9597620368003845,0.919524073600769,Ductal
patient_image,0.4210344827586207,"Examined tissue: Right breast lumpectomy showing atypical ductal hyperplasia, ADH, and DCIS.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.4210344827586207,Diagnosis: Benign breast parenchyma with atypical epithelium.,0.9548162817955017,0.9096325039863586,Ductal
patient_image,0.4210344827586207,Examined tissue: Benign tissue with no evidence of carcinoma.,0.956308901309967,0.9126178622245789,Ductal
patient_image,0.4210344827586207,"Diagnosis: High-grade pleomorphic sarcoma, likely malignant fibrous histiocytoma.",0.9569571614265442,0.9139143228530884,Ductal
patient_image,0.4210344827586207,"Diagnosis: High-grade serous carcinoma of the ovary, fallopian tube, and peritoneum.",0.960212230682373,0.9204244017601013,Ductal
patient_image,0.4210344827586207,"Examined tissue: Right breast tissue showing atypical proliferation, carcinoma.",0.9600626826286316,0.9201253652572632,Ductal
patient_image,0.4210344827586207,"Diagnosis: High-grade serous carcinoma, psammoma body-positive.",0.9590010046958923,0.9180019497871399,Ductal
patient_image,0.4724137931034483,Examined tissue: Bone fragment with benign lesion.,0.9591543078422546,0.9183086156845093,Ductal
patient_image,0.4724137931034483,"Diagnosis: Right breast mass, ER / PR positive, HER2 equivocal.",0.9588471055030823,0.9176942110061646,Ductal
patient_image,0.4724137931034483,"Diagnosis: High-grade B-cell lymphoma, likely diffuse large B-cell lymphoma.",0.9559813141822815,0.9119626879692078,Ductal
patient_image,0.4724137931034483,Examined tissue: Right breast tissue showing atypical lobular hyperplasia.,0.9582261443138123,0.9164522886276245,Ductal
patient_image,0.4724137931034483,Diagnosis: High-grade serous carcinoma of the ovary.,0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.4724137931034483,Diagnosis: High-grade DCIS and atypical ductal hyperplasia in breast tissue.,0.9551520943641663,0.9103041887283325,Ductal
patient_image,0.4724137931034483,"Examined tissue: Right supraclavicular lymph node, left axillary lymph node, and right breast.",0.9567959308624268,0.9135919213294983,Ductal
patient_image,0.4724137931034483,Diagnosis: Benign prostatic tissue with atypical glands.,0.959307074546814,0.9186141490936279,Ductal
patient_image,0.4724137931034483,"Diagnosis: High-grade sarcomatoid carcinoma with positive CK7, CK20, CK7 / CK20, CK7 / CK20, CK7 / CK20.",0.9564718008041382,0.9129436612129211,Ductal
patient_image,0.4724137931034483,Diagnosed with chronic inflammation and fibrosis in left breast tissue.,0.9583821892738342,0.9167643785476685,Ductal
